0,longitude,latitude,pm25
18,20.0466538,50.0094344,56.0052
19,20.0741114,50.0094344,53.822834
28,20.0466538,50.0203888,56.78726999999999
29,20.0741114,50.0203888,42.012454999999996
30,19.826992999999998,50.0313432,41.720165
31,19.854450600000003,50.0313432,56.375930000000004
40,19.826992999999998,50.04229760000001,57.937084
41,19.854450600000003,50.04229760000001,41.287659999999995
